cliente_id,tenure_meses,plano,mensalidade,contrato,usuarios_ativos,logins_30d,features_usadas,tickets_suporte,nps,atraso_pagamento_dias,desconto_ativo,integracoes_ativas,churn
C00712,6,Basic,46.23,Mensal,2,15,17,0,3,6.0,1,7,0
C00713,25,Pro,136.34,Bienal,12,13,17,2,7,0.3,1,0,0
C00714,23,Enterprise,498.9,Mensal,61,6,1,0,6,2.1,1,2,0
C00715,6,Enterprise,571.33,Mensal,49,3,16,4,2,1.0,0,4,1
C00716,3,Basic,52.1,Mensal,4,7,9,0,0,2.7,1,4,1
C00717,12,Basic,47.64,Bienal,2,17,7,1,10,0.3,0,5,0
C00718,29,Pro,152.16,Anual,14,16,7,2,8,3.5,0,7,0
C00719,17,Pro,154.42,Mensal,6,6,9,2,0,0.2,1,6,0
C00720,34,Pro,138.81,Anual,15,19,11,2,2,7.5,0,2,0
C00721,17,Basic,52.36,Anual,1,19,19,0,6,3.4,0,2,0
C00722,36,Basic,48.59,Anual,1,14,1,3,9,0.9,0,2,0
C00723,8,Basic,48.78,Mensal,2,4,12,3,2,3.4,0,1,0
C00724,19,Basic,49.06,Anual,4,23,2,2,5,2.4,0,4,0
C00725,10,Basic,51.8,Mensal,3,7,1,3,7,2.5,0,0,0
C00726,12,Enterprise,480.16,Mensal,96,10,6,0,9,2.3,0,0,0
C00727,14,Basic,44.82,Mensal,2,8,15,2,6,2.8,1,1,0
C00728,17,Pro,151.41,Mensal,12,6,7,5,4,0.7,0,5,0
C00729,7,Enterprise,448.01,Mensal,105,12,7,1,2,0.9,1,4,0
C00730,19,Basic,48.26,Mensal,2,10,18,3,6,4.9,0,2,1
C00731,14,Basic,51.91,Anual,4,15,6,1,5,2.3,0,4,0
C00732,4,Pro,153.31,Anual,22,13,15,4,9,2.6,0,5,0
C00733,2,Basic,51.55,Mensal,1,9,16,1,5,2.7,0,6,0
C00734,29,Basic,50.52,Mensal,2,8,13,1,8,0.4,1,3,0
C00735,12,Pro,166.96,Anual,11,14,19,1,4,0.4,0,6,0
C00736,3,Pro,144.62,Mensal,6,10,19,0,5,4.1,1,2,0
C00737,40,Pro,151.97,Mensal,12,2,2,2,0,6.2,0,6,0
C00738,20,Enterprise,488.07,Anual,121,7,4,3,5,1.4,0,1,0
C00739,17,Basic,51.34,Mensal,1,8,8,1,2,1.5,0,1,1
C00740,7,Pro,148.54,Mensal,22,8,13,2,3,0.4,0,6,0
C00741,4,Pro,161.81,Anual,12,12,6,1,10,3.8,0,5,1
C00742,15,Pro,145.05,Anual,27,18,13,3,7,0.6,0,7,0
C00743,13,Pro,159.48,Mensal,10,6,18,5,2,1.4,0,0,1
C00744,5,Pro,153.42,Anual,14,18,1,5,6,3.1,0,7,0
C00745,5,Pro,148.76,Bienal,9,14,17,1,5,0.2,1,7,0
C00746,5,Basic,50.33,Mensal,2,12,10,1,8,4.5,0,4,0
C00747,4,Pro,150.95,Anual,23,15,18,2,3,1.0,0,4,0
C00748,8,Basic,49.87,Mensal,3,7,13,2,7,1.3,0,1,0
C00749,17,Pro,147.46,Mensal,21,1,1,1,8,1.3,1,5,0
C00750,19,Pro,143.77,Mensal,7,9,18,0,7,1.7,0,6,0
C00751,13,Pro,146.5,Mensal,18,11,1,3,6,3.9,0,4,1
C00752,15,Basic,44.88,Mensal,1,6,5,0,0,0.5,0,1,0
C00753,20,Basic,51.06,Anual,1,19,11,3,7,0.5,1,4,0
C00754,2,Basic,45.97,Mensal,3,13,18,4,10,4.2,0,1,0
C00755,16,Basic,48.47,Anual,3,14,4,3,7,2.5,1,4,0
C00756,32,Basic,50.59,Mensal,3,8,11,0,6,0.9,0,7,0
C00757,11,Enterprise,519.94,Anual,102,12,3,2,5,1.2,1,7,0
C00758,28,Basic,44.65,Mensal,4,8,7,0,0,4.7,0,5,1
C00759,12,Enterprise,496.71,Mensal,127,16,5,0,10,1.1,0,2,0
C00760,21,Basic,50.13,Anual,1,16,9,0,4,2.5,1,2,0
C00761,17,Pro,149.39,Anual,24,18,14,0,7,3.7,0,6,0
C00762,5,Pro,159.01,Mensal,26,8,14,3,6,1.1,0,0,1
C00763,6,Pro,142.88,Mensal,12,9,13,3,7,5.8,1,2,0
C00764,36,Pro,133.73,Mensal,4,10,1,0,0,1.1,0,4,0
C00765,24,Pro,155.04,Mensal,6,6,15,1,7,5.3,1,0,0
C00766,12,Enterprise,485.6,Mensal,65,8,13,0,6,0.5,0,6,0
C00767,11,Pro,135.9,Anual,27,9,2,1,5,0.7,0,3,0
C00768,7,Basic,48.61,Mensal,3,11,18,0,8,2.0,0,6,0
C00769,18,Basic,52.01,Mensal,2,5,15,2,7,8.7,0,1,1
C00770,7,Pro,139.59,Anual,10,16,14,2,8,0.1,0,0,0
C00771,10,Basic,54.72,Bienal,1,9,10,0,6,1.2,0,3,0
C00772,8,Basic,46.95,Mensal,4,8,16,1,8,0.3,0,7,0
C00773,23,Pro,149.65,Mensal,14,6,6,2,9,2.1,0,0,0
C00774,12,Basic,46.01,Mensal,5,6,14,1,8,4.5,0,1,0
C00775,15,Pro,149.31,Anual,18,11,12,2,10,3.5,0,6,0
C00776,5,Pro,148.0,Mensal,19,10,12,3,5,2.1,0,0,0
C00777,8,Pro,137.9,Mensal,13,8,16,0,5,2.8,0,4,0
C00778,15,Pro,170.05,Mensal,8,9,4,0,0,0.6,0,0,0
C00779,3,Pro,145.31,Anual,9,23,2,3,6,6.2,1,0,0
C00780,11,Pro,145.32,Mensal,6,7,11,0,7,0.3,0,3,0
C00781,13,Enterprise,523.18,Anual,109,12,16,1,3,2.1,1,5,0
C00782,4,Basic,53.44,Mensal,2,6,5,2,0,1.0,1,4,1
C00783,27,Pro,157.39,Mensal,20,12,11,1,9,4.4,1,7,0
C00784,17,Pro,140.05,Mensal,15,5,19,3,1,8.0,0,0,1
C00785,12,Basic,49.52,Mensal,2,5,12,0,7,0.3,0,0,0
C00786,7,Basic,44.39,Mensal,1,7,2,1,10,1.2,0,6,0
C00787,3,Pro,155.72,Mensal,16,7,17,1,10,0.1,0,2,0
C00788,26,Basic,44.99,Mensal,2,7,19,3,2,0.2,1,1,0
C00789,9,Enterprise,478.96,Mensal,108,6,14,5,6,0.1,0,7,0
C00790,3,Basic,48.99,Mensal,2,12,12,1,10,4.7,1,2,0
C00791,7,Basic,50.09,Mensal,3,6,12,0,7,0.4,0,0,0
C00792,19,Pro,147.06,Mensal,24,10,12,6,3,2.3,0,0,0
C00793,16,Basic,52.72,Mensal,3,5,7,2,1,2.5,0,7,0
C00794,5,Basic,50.77,Anual,3,12,13,4,5,1.3,0,1,0
C00795,29,Pro,153.8,Bienal,18,14,10,3,6,5.1,1,7,0
C00796,3,Basic,45.99,Anual,5,13,16,2,2,0.1,0,1,0
C00797,33,Basic,53.16,Mensal,3,6,16,3,4,3.6,0,3,0
C00798,15,Pro,143.02,Bienal,19,17,14,5,4,1.2,0,0,0
C00799,10,Pro,161.94,Bienal,14,8,19,2,5,3.3,0,3,0
C00800,11,Pro,164.07,Mensal,10,0,9,0,0,3.4,0,7,0
C00801,14,Basic,50.26,Mensal,1,6,15,2,3,0.1,0,7,0
C00802,20,Basic,51.53,Anual,4,14,7,1,9,2.0,0,2,0
C00803,2,Enterprise,422.08,Bienal,47,14,16,0,3,0.3,0,0,0
C00804,7,Pro,147.55,Anual,19,15,6,4,8,0.5,0,5,0
C00805,14,Basic,51.7,Anual,3,21,14,4,9,1.5,0,2,0
C00806,30,Pro,155.89,Anual,20,19,1,1,9,0.6,0,6,0
C00807,29,Basic,46.01,Bienal,2,12,15,2,6,0.5,0,0,0
C00808,37,Pro,146.81,Mensal,10,9,6,2,3,0.5,0,0,0
C00809,28,Pro,130.1,Mensal,17,7,5,3,2,0.4,1,5,0
C00810,6,Enterprise,509.3,Anual,70,19,7,1,5,3.9,1,5,0
C00811,13,Enterprise,452.01,Mensal,40,3,9,2,8,1.6,0,5,1
C00812,28,Basic,51.77,Mensal,5,7,3,2,9,5.5,0,4,0
C00813,26,Pro,157.81,Mensal,10,5,11,1,0,0.5,1,6,1
C00814,11,Basic,47.84,Mensal,1,3,3,1,10,1.1,0,5,0
C00815,19,Pro,152.88,Mensal,13,7,11,1,3,1.4,0,1,0
C00816,9,Pro,147.38,Mensal,22,12,8,2,2,1.7,0,6,1
C00817,3,Basic,49.59,Mensal,1,14,12,2,3,0.0,0,4,0
C00818,12,Basic,46.19,Mensal,4,5,3,2,4,2.8,1,1,0
C00819,12,Basic,50.53,Mensal,1,6,19,3,1,0.4,0,5,1
C00820,9,Basic,44.98,Bienal,3,12,1,0,3,0.5,0,5,0
C00821,20,Basic,44.52,Mensal,2,7,17,2,9,2.0,0,2,0
C00822,11,Enterprise,495.96,Bienal,143,15,7,5,0,2.6,1,1,1
C00823,18,Basic,48.48,Mensal,3,4,16,2,7,4.1,0,7,0
C00824,23,Pro,151.03,Mensal,10,12,12,4,9,0.5,0,6,0
C00825,56,Pro,144.16,Anual,13,17,16,2,7,2.6,0,1,0
C00826,12,Pro,163.05,Anual,15,16,11,3,5,0.5,0,5,0
C00827,30,Basic,49.39,Mensal,3,8,16,5,6,1.3,0,0,0
C00828,16,Pro,150.73,Anual,17,13,13,0,5,1.2,1,7,0
C00829,16,Pro,150.47,Anual,14,13,13,0,4,0.8,0,2,0
C00830,12,Pro,156.47,Mensal,6,11,11,1,9,0.5,0,1,0
C00831,15,Enterprise,513.37,Mensal,69,6,5,5,7,3.7,1,6,1
C00832,11,Pro,152.29,Mensal,18,8,17,1,0,3.6,1,7,0
C00833,26,Basic,50.8,Mensal,2,10,17,2,8,3.2,0,5,0
C00834,7,Pro,135.41,Anual,19,12,14,3,2,1.0,0,7,0
C00835,3,Basic,44.62,Mensal,3,8,6,2,5,1.4,0,7,0
C00836,9,Pro,148.43,Anual,13,20,8,3,1,6.7,0,2,1
C00837,8,Basic,48.52,Anual,4,10,14,3,5,0.8,0,4,1
C00838,9,Basic,50.42,Bienal,1,17,4,1,1,3.4,0,5,0
C00839,12,Basic,49.05,Mensal,2,10,3,3,2,1.5,0,7,0
C00840,9,Basic,50.43,Mensal,4,9,8,2,9,0.3,0,4,0
C00841,12,Enterprise,467.92,Mensal,138,5,11,2,0,0.9,0,4,1
C00842,9,Basic,48.97,Anual,5,8,17,1,3,1.5,0,6,0
C00843,18,Pro,139.01,Mensal,15,5,7,6,0,0.2,0,7,1
C00844,56,Basic,49.95,Anual,3,16,5,3,2,0.6,0,0,0
C00845,16,Enterprise,452.14,Mensal,106,5,14,4,7,0.1,0,6,1
C00846,9,Basic,49.85,Mensal,4,2,17,2,6,4.7,0,3,0
C00847,1,Basic,45.4,Anual,3,17,17,2,3,3.4,0,3,0
C00848,44,Basic,48.06,Anual,4,16,13,4,0,0.8,0,3,0
C00849,16,Pro,155.67,Mensal,17,6,1,3,7,2.8,0,0,1
C00850,12,Enterprise,504.67,Anual,96,19,13,4,2,0.9,0,4,0
C00851,1,Enterprise,457.94,Mensal,50,4,3,3,5,2.3,0,7,0
C00852,12,Basic,47.35,Anual,2,13,15,5,1,3.4,1,5,0
C00853,15,Basic,45.32,Mensal,2,7,18,2,4,0.7,1,3,0
C00854,9,Basic,44.85,Mensal,1,6,12,2,9,1.0,0,0,1
C00855,4,Basic,49.29,Mensal,1,5,5,2,6,4.6,0,5,1
C00856,3,Pro,153.17,Mensal,12,3,6,1,5,0.9,0,5,0
C00857,45,Basic,50.08,Anual,2,18,14,0,2,1.8,1,3,0
C00858,14,Pro,153.49,Mensal,15,5,15,2,2,0.1,0,2,0
C00859,9,Pro,148.91,Mensal,18,2,16,0,10,2.6,0,2,0
C00860,14,Basic,48.33,Mensal,3,4,2,1,10,2.0,0,1,0
C00861,13,Basic,46.37,Mensal,2,11,15,2,3,0.4,0,2,0
C00862,3,Basic,47.92,Anual,1,12,19,1,7,3.1,0,1,0
C00863,25,Basic,45.76,Mensal,4,12,1,1,8,2.7,0,2,0
C00864,11,Basic,46.93,Anual,2,14,9,2,4,1.9,0,7,0
C00865,15,Pro,149.66,Anual,12,14,14,3,2,3.0,0,4,0
C00866,35,Basic,48.71,Mensal,2,8,11,3,3,0.7,1,4,0
C00867,4,Pro,171.83,Anual,10,12,19,4,5,0.2,0,6,0
C00868,7,Pro,138.97,Mensal,11,8,13,1,3,4.6,0,7,0
C00869,17,Enterprise,495.88,Mensal,62,11,8,0,5,6.5,1,4,0
C00870,25,Pro,138.39,Mensal,13,15,12,4,1,1.0,0,2,1
C00871,8,Basic,48.05,Mensal,3,6,14,2,3,2.1,0,4,0
C00872,8,Basic,48.15,Mensal,3,4,15,0,1,1.0,0,6,0
C00873,21,Basic,51.07,Mensal,4,6,6,0,3,1.1,0,2,0
C00874,53,Enterprise,487.78,Anual,118,14,18,3,3,0.7,1,7,0
C00875,14,Enterprise,494.23,Mensal,142,11,19,0,4,2.1,1,3,0
C00876,7,Basic,47.95,Bienal,3,22,5,0,10,1.6,0,5,0
C00877,5,Basic,45.57,Mensal,3,8,4,3,9,0.2,0,1,0
C00878,12,Basic,47.4,Anual,2,16,8,2,6,3.7,1,7,1
C00879,24,Basic,48.06,Mensal,3,13,6,2,5,0.0,0,5,1
C00880,68,Enterprise,500.84,Mensal,59,8,4,0,3,1.6,0,7,0
C00881,10,Basic,50.37,Mensal,1,11,4,3,0,0.1,0,6,1
C00882,14,Basic,48.43,Bienal,4,12,14,3,6,2.9,0,3,0
C00883,40,Basic,48.38,Bienal,1,23,19,3,2,2.1,0,1,0
C00884,17,Basic,44.78,Mensal,3,9,2,1,0,6.4,0,6,1
C00885,16,Basic,50.32,Anual,1,18,11,6,10,1.0,0,4,0
C00886,35,Pro,143.82,Anual,21,15,6,2,2,3.6,1,1,0
C00887,14,Basic,50.83,Mensal,4,7,5,2,0,2.1,0,2,1
C00888,6,Pro,158.81,Mensal,18,5,11,2,6,3.0,1,1,0
C00889,30,Basic,48.54,Anual,4,14,3,0,7,3.1,1,7,0
C00890,3,Basic,46.49,Anual,3,8,2,3,3,3.6,0,5,0
C00891,27,Basic,48.96,Mensal,5,5,17,3,2,5.4,0,2,1
C00892,13,Basic,49.85,Mensal,3,5,9,1,1,0.2,0,1,0
C00893,10,Basic,48.23,Mensal,1,7,2,1,4,2.5,1,6,0
C00894,10,Basic,47.62,Bienal,3,15,17,4,4,0.2,0,5,0
C00895,12,Pro,153.2,Mensal,14,8,13,3,3,0.1,1,5,1
C00896,9,Pro,152.71,Mensal,13,11,15,2,10,6.6,1,0,0
C00897,18,Enterprise,490.36,Mensal,26,8,12,1,10,2.1,0,7,0
C00898,10,Basic,44.95,Anual,3,13,10,1,9,0.0,0,3,0
C00899,13,Pro,152.4,Anual,6,19,15,2,6,0.6,0,5,0
C00900,2,Pro,143.28,Mensal,1,6,7,0,10,1.7,0,1,0
C00901,13,Basic,49.53,Mensal,2,6,13,1,2,0.9,0,4,0
C00902,9,Basic,49.37,Anual,2,11,17,3,8,2.2,0,0,0
C00903,25,Basic,44.37,Mensal,1,5,16,0,6,0.4,1,3,1
C00904,11,Pro,149.6,Mensal,1,10,11,1,6,0.6,0,1,1
C00905,23,Basic,50.26,Bienal,1,15,1,2,0,0.6,0,3,0
C00906,21,Basic,50.56,Mensal,2,7,1,4,1,6.0,0,6,1
C00907,22,Enterprise,501.93,Mensal,59,6,9,1,10,0.1,0,0,1
C00908,11,Basic,44.16,Mensal,3,9,13,1,2,0.5,0,3,0
C00909,14,Enterprise,530.86,Anual,124,11,2,1,3,2.2,0,7,0
C00910,18,Pro,152.06,Anual,18,11,8,1,7,2.3,0,7,0
C00911,14,Pro,140.04,Mensal,21,11,8,3,9,0.0,0,4,0
C00912,11,Pro,143.13,Anual,21,18,9,1,4,2.2,0,5,0
C00913,6,Basic,49.57,Bienal,1,13,11,2,8,2.5,0,4,0
C00914,13,Pro,154.06,Anual,17,14,6,0,6,1.5,1,3,0
C00915,3,Pro,145.36,Mensal,20,6,12,1,2,0.2,0,1,1
C00916,1,Pro,155.15,Mensal,12,5,9,0,6,1.8,0,6,0
C00917,5,Basic,44.61,Anual,2,12,18,3,10,0.2,0,3,0
C00918,21,Basic,46.45,Mensal,3,7,7,1,10,1.0,0,6,0
C00919,16,Basic,43.94,Mensal,1,9,18,3,10,1.4,0,1,0
C00920,22,Basic,46.8,Mensal,1,7,19,2,0,2.3,0,1,0
C00921,7,Pro,160.24,Anual,10,22,6,2,8,0.9,0,1,0
C00922,27,Pro,164.33,Mensal,17,5,8,3,5,1.3,0,5,0
C00923,3,Pro,150.75,Mensal,16,11,14,1,4,3.3,0,4,0
C00924,5,Pro,144.24,Anual,21,20,9,1,4,0.3,0,5,0
C00925,27,Basic,48.46,Mensal,1,9,14,4,7,6.2,0,1,0
C00926,15,Basic,50.16,Mensal,1,11,5,3,5,4.4,0,2,1
C00927,22,Basic,45.17,Mensal,3,8,19,3,0,5.9,0,5,1
C00928,16,Basic,47.6,Mensal,2,8,14,2,4,1.1,0,4,0
C00929,8,Basic,52.52,Bienal,2,18,2,1,10,0.5,0,3,0
C00930,4,Basic,46.44,Mensal,1,3,5,3,1,2.9,1,2,1
C00931,2,Basic,47.16,Anual,3,12,12,1,2,1.6,1,3,0
C00932,42,Pro,149.1,Mensal,24,13,6,1,1,2.4,0,2,0
C00933,3,Basic,49.69,Mensal,1,9,8,1,7,4.1,0,5,1
C00934,34,Basic,47.47,Mensal,4,10,13,2,8,1.0,0,1,0
C00935,14,Basic,49.19,Mensal,2,11,7,6,8,1.9,0,5,0
C00936,16,Pro,153.53,Mensal,4,9,18,0,0,0.9,0,0,0
C00937,16,Pro,163.61,Mensal,9,7,12,3,10,1.4,0,3,0
C00938,20,Basic,48.69,Bienal,1,13,8,3,9,5.3,0,3,0
C00939,7,Basic,48.9,Mensal,2,7,6,1,9,0.1,0,7,0
C00940,1,Enterprise,537.11,Bienal,93,16,6,3,9,0.1,0,5,0
C00941,8,Pro,144.91,Mensal,26,5,1,2,8,3.4,0,2,1
C00942,19,Pro,139.13,Mensal,6,5,2,1,0,2.9,1,2,0
C00943,5,Basic,49.61,Mensal,2,5,15,2,7,1.9,0,5,1
C00944,28,Pro,157.02,Mensal,9,5,15,2,10,0.5,0,6,0
C00945,12,Pro,151.69,Mensal,7,16,2,4,6,0.3,0,6,0
C00946,5,Basic,48.76,Mensal,3,8,11,3,10,0.6,0,7,0
C00947,15,Pro,138.21,Mensal,15,5,7,5,0,2.5,0,1,1
C00948,18,Basic,48.86,Anual,1,14,14,1,6,0.9,0,3,0
C00949,19,Pro,158.19,Mensal,15,15,12,4,10,0.9,0,3,0
C00950,27,Basic,45.98,Bienal,1,19,16,3,6,1.6,1,3,0
C00951,3,Basic,48.4,Mensal,3,4,12,6,4,1.6,0,0,0
C00952,27,Enterprise,489.33,Mensal,120,8,4,2,3,2.1,1,1,1
C00953,29,Pro,143.8,Mensal,17,11,13,3,8,2.6,0,2,0
C00954,4,Basic,49.61,Mensal,3,8,16,1,10,5.9,0,3,0
C00955,5,Enterprise,510.06,Anual,63,18,19,3,4,0.4,0,2,0
C00956,22,Basic,50.06,Anual,3,11,14,5,5,1.1,0,2,0
C00957,10,Basic,46.61,Mensal,3,15,8,2,5,0.6,1,6,0
C00958,32,Pro,136.74,Mensal,17,12,10,1,6,2.2,0,2,0
C00959,38,Basic,49.64,Anual,2,14,3,4,5,0.8,0,1,0
C00960,5,Basic,47.76,Mensal,3,10,13,1,8,2.7,0,3,1
C00961,7,Pro,162.7,Mensal,7,9,3,4,10,3.2,0,0,1
C00962,14,Basic,53.62,Mensal,2,6,5,2,3,0.2,0,1,1
C00963,1,Basic,53.88,Mensal,3,8,10,2,2,3.3,1,0,0
C00964,2,Basic,46.7,Mensal,4,6,10,1,6,0.7,0,0,0
C00965,6,Pro,153.24,Mensal,15,7,8,2,5,0.6,0,6,0
C00966,47,Basic,51.13,Anual,4,17,13,1,4,1.0,0,0,0
C00967,16,Basic,50.86,Mensal,3,4,18,1,1,1.1,1,1,1
C00968,8,Pro,146.36,Bienal,13,13,18,0,1,0.6,1,1,0
C00969,5,Basic,52.13,Anual,1,8,10,3,5,0.0,1,5,1
C00970,4,Basic,49.0,Mensal,4,11,11,2,7,0.8,0,2,0
C00971,8,Pro,149.95,Mensal,19,7,9,3,6,3.9,0,1,0
C00972,8,Pro,137.54,Mensal,25,9,18,3,8,0.1,1,5,0
C00973,11,Basic,50.58,Anual,5,16,17,2,1,0.6,1,1,1
C00974,19,Pro,147.06,Mensal,7,6,2,1,10,2.1,0,7,0
C00975,12,Pro,152.46,Bienal,7,15,16,3,7,0.4,0,6,0
C00976,23,Basic,49.58,Mensal,1,8,1,3,7,0.4,1,7,1
C00977,10,Pro,150.35,Anual,20,17,14,0,9,0.5,1,5,0
C00978,40,Pro,148.66,Mensal,18,13,7,4,10,1.6,0,2,0
C00979,23,Pro,154.86,Mensal,15,6,11,5,8,2.1,0,5,0
C00980,16,Pro,147.52,Anual,7,14,15,0,5,3.8,1,6,0
C00981,19,Pro,138.16,Anual,14,15,5,3,8,1.3,0,7,0
C00982,8,Enterprise,513.2,Mensal,85,8,3,2,4,2.5,0,0,0
C00983,11,Pro,142.97,Mensal,19,13,11,2,1,3.2,1,6,0
C00984,11,Pro,139.13,Mensal,16,5,16,2,10,0.1,0,6,0
C00985,7,Pro,141.38,Anual,18,18,3,2,6,0.5,1,6,0
C00986,4,Pro,151.11,Mensal,14,6,8,2,8,0.4,0,1,1
C00987,20,Enterprise,496.59,Mensal,117,11,11,3,7,1.6,0,1,0
C00988,26,Basic,43.77,Anual,3,18,5,0,3,1.1,0,5,0
C00989,18,Basic,48.06,Mensal,1,9,17,2,8,1.2,0,1,0
C00990,12,Pro,157.71,Mensal,23,5,12,5,3,0.4,0,1,1
C00991,52,Basic,47.89,Anual,4,15,10,3,7,1.7,0,7,0
C00992,8,Pro,147.77,Anual,17,15,3,2,9,5.5,0,7,0
C00993,16,Pro,156.77,Anual,16,19,2,1,6,2.3,0,4,0
C00994,29,Enterprise,518.85,Mensal,133,5,4,2,5,1.8,0,5,0
C00995,5,Basic,51.5,Mensal,1,5,1,1,8,1.0,0,4,0
C00996,21,Pro,128.34,Anual,22,20,11,5,0,3.4,0,5,0
C00997,41,Basic,53.25,Mensal,2,4,17,3,9,1.1,0,4,0
C00998,13,Basic,50.56,Mensal,4,8,15,0,5,2.8,0,4,0
C00999,15,Basic,55.03,Mensal,3,3,5,1,6,5.6,1,5,1
C01000,8,Basic,47.08,Mensal,1,9,4,3,2,0.9,0,6,0
C01001,19,Basic,44.68,Bienal,2,13,10,3,1,0.7,0,4,0
C01002,7,Pro,149.05,Mensal,21,11,15,3,4,4.1,0,5,1
C01003,13,Pro,146.95,Mensal,13,4,15,4,8,8.0,0,1,0
C01004,3,Basic,50.6,Bienal,2,21,10,2,0,0.1,0,0,0
C01005,1,Basic,51.63,Bienal,2,11,5,1,7,3.2,1,0,1
C01006,9,Basic,48.79,Mensal,3,6,10,2,10,1.9,0,5,0
C01007,9,Enterprise,492.99,Anual,136,15,15,5,7,1.4,0,2,1
C01008,10,Enterprise,512.04,Mensal,11,9,17,1,3,0.8,0,6,0
C01009,22,Basic,48.37,Anual,6,13,2,1,3,2.5,0,6,0
C01010,27,Basic,48.17,Mensal,3,4,15,1,3,2.2,0,5,0
C01011,17,Basic,51.54,Mensal,3,10,15,0,1,0.3,0,3,0
C01012,21,Pro,158.39,Mensal,12,10,5,6,6,2.8,1,0,0
C01013,7,Basic,51.66,Anual,2,12,2,0,8,3.3,0,6,0
C01014,5,Basic,48.59,Mensal,3,8,6,1,5,2.6,0,2,1
C01015,19,Basic,43.76,Mensal,1,10,6,3,0,1.4,0,4,0
C01016,5,Basic,48.64,Anual,2,23,3,5,9,5.4,0,5,0
C01017,4,Basic,47.14,Mensal,4,7,5,2,4,0.9,0,7,0
C01018,70,Basic,48.68,Anual,1,18,4,1,5,3.6,0,4,0
C01019,14,Pro,144.0,Mensal,17,8,17,3,5,5.9,0,7,0
C01020,9,Basic,48.95,Mensal,2,6,2,1,6,1.5,0,5,1
C01021,8,Basic,46.45,Mensal,1,7,11,3,0,0.8,0,3,1
C01022,3,Pro,139.46,Mensal,26,3,7,2,2,1.7,1,2,0
C01023,16,Basic,52.0,Mensal,1,5,17,2,6,0.3,0,4,0
C01024,10,Pro,141.78,Mensal,8,4,10,2,4,2.4,0,5,0
C01025,26,Enterprise,499.01,Anual,74,22,12,5,1,1.6,0,5,0
C01026,20,Basic,51.34,Mensal,2,7,8,1,10,0.6,0,5,0
C01027,10,Pro,155.81,Mensal,15,5,16,2,2,2.0,0,0,1
C01028,2,Pro,154.92,Anual,15,12,13,0,2,0.3,0,3,0
C01029,14,Pro,151.26,Mensal,16,7,11,2,10,0.1,0,1,0
C01030,13,Basic,50.77,Anual,2,11,8,1,2,4.1,0,0,0
C01031,1,Basic,52.36,Anual,2,17,9,6,6,0.1,0,5,0
C01032,18,Basic,50.04,Mensal,3,9,5,1,5,0.6,0,7,0
C01033,5,Enterprise,453.16,Anual,76,14,13,1,10,3.8,0,7,0
C01034,27,Pro,145.06,Bienal,12,16,6,2,10,5.4,0,6,0
C01035,12,Basic,50.71,Mensal,4,11,6,1,5,0.3,0,2,0
C01036,8,Basic,47.46,Bienal,2,14,9,0,0,0.3,1,1,1
C01037,15,Basic,52.97,Mensal,4,4,18,2,8,6.7,0,3,0
C01038,15,Basic,48.85,Mensal,4,12,9,2,7,0.1,1,3,0
C01039,14,Pro,149.64,Mensal,22,6,18,4,0,3.1,0,6,0
C01040,25,Basic,51.76,Mensal,3,12,11,2,1,7.2,0,2,0
C01041,16,Pro,147.64,Bienal,14,17,2,4,3,1.1,0,2,0
C01042,7,Pro,150.31,Mensal,14,5,12,3,9,0.9,1,7,0
C01043,11,Pro,155.7,Bienal,13,10,18,4,3,0.4,1,7,0
C01044,34,Pro,138.03,Anual,1,17,17,2,9,4.8,0,5,0
C01045,7,Basic,48.3,Bienal,3,9,4,0,0,1.1,0,1,0
C01046,18,Pro,155.18,Bienal,16,20,6,3,5,8.7,0,4,0
C01047,25,Pro,149.49,Mensal,19,4,13,3,10,2.3,1,2,0
C01048,19,Basic,52.59,Bienal,2,23,9,0,7,1.9,0,1,0
C01049,14,Basic,45.14,Anual,3,19,16,2,5,4.4,1,0,0
C01050,16,Basic,44.86,Mensal,1,7,10,2,4,2.8,0,2,1
C01051,20,Basic,50.89,Anual,1,11,5,1,6,1.1,0,0,0
C01052,7,Basic,51.12,Mensal,1,6,7,1,2,1.2,1,0,1
C01053,13,Basic,48.53,Mensal,2,8,3,4,5,2.0,0,2,0
C01054,52,Pro,151.98,Mensal,10,4,6,6,0,0.7,1,3,0
C01055,18,Basic,50.83,Mensal,1,10,15,0,2,2.0,0,5,0
C01056,14,Basic,47.01,Mensal,3,11,5,2,8,4.8,0,6,0
C01057,10,Basic,47.27,Mensal,2,8,9,3,10,0.7,0,1,1
C01058,7,Basic,49.46,Anual,1,19,4,0,4,0.4,0,6,0
C01059,16,Enterprise,521.56,Anual,161,9,10,3,7,1.5,1,7,0
C01060,17,Basic,46.14,Anual,2,15,19,4,4,1.0,0,6,0
C01061,12,Basic,48.52,Bienal,1,13,15,1,1,4.1,1,2,1
C01062,65,Basic,48.4,Anual,2,20,15,2,10,2.5,0,2,0
C01063,7,Basic,50.02,Anual,2,18,5,1,5,0.8,0,4,0
C01064,6,Pro,148.94,Mensal,13,11,6,2,1,0.6,0,6,0
C01065,10,Pro,144.93,Bienal,22,12,2,5,0,1.2,0,5,0
C01066,13,Basic,52.06,Mensal,2,5,18,3,2,1.9,0,3,0
C01067,6,Pro,144.98,Mensal,26,10,19,1,7,2.0,0,1,0
C01068,16,Basic,48.28,Mensal,2,5,7,3,3,2.6,0,5,0
